Timestamp,Household_ID,Region,Energy_Consumption_kWh,Voltage_V,Current_A,Solar_Generation_kWh,EV_Charging_kWh,Temperature_C,Humidity_Percent,Grid_Load_Percent,Fault_Flag,Maintenance_Status,Electricity_Cost_EUR
3/25/2025 16:00,HH_897,East,4.17,237.6,19.59,5.12,5.02,-2.06,78.91,94.59,0,Critical,3.09
3/25/2025 17:00,HH_448,North,2.1,231.59,7.37,5.83,1.03,16.94,78.76,34.07,0,Good,0.43
3/25/2025 18:00,HH_396,West,1.65,238.07,2.76,3.44,2.28,-3.49,72.28,43.21,0,Good,2.67
3/25/2025 19:00,HH_920,North,2.5,245.06,30,4.94,0,-2.18,87.48,86.87,0,Good,2.77
3/25/2025 20:00,HH_542,East,5.3,238.85,38.91,1.56,8.13,35.79,54.89,97.06,0,Good,3.17
3/25/2025 21:00,HH_526,South,0.51,240.48,39.16,4.59,0.1,1.27,27.21,91.23,0,Good,0.52
3/25/2025 22:00,HH_502,East,3.88,233.93,36.1,4.31,5.63,18.96,44.86,59.31,0,Good,4.32
3/25/2025 23:00,HH_407,West,1.4,238.72,1.75,3.58,3.9,13.5,65.84,84.87,0,Good,2.16
3/26/2025 0:00,HH_130,North,2.25,238.59,10.36,5.63,7.87,10.63,44.22,36.09,0,Warning,1.55
3/26/2025 1:00,HH_131,East,4.51,234.81,6.37,1.92,1.62,35.49,67.47,45.38,1,Good,2.92
3/26/2025 2:00,HH_518,East,3.85,240.84,25.97,2.63,4.18,-4.02,23.27,99.89,0,Good,2.76
3/26/2025 3:00,HH_723,South,3.18,238.57,34.13,3.19,0,24.87,25.28,34.29,0,Warning,1.02
3/26/2025 4:00,HH_149,West,2.85,242.65,23.3,0.94,0,38.35,20.79,39.41,0,Good,1.6
3/26/2025 5:00,HH_276,East,4.48,237.31,14.52,3.45,5.79,20.21,93.2,77.83,0,Warning,3.49
3/26/2025 6:00,HH_661,East,4.4,240.64,36.56,0,0,37.16,39.62,73.53,0,Good,1.13
3/26/2025 7:00,HH_552,North,3.48,236.24,20.7,5.09,3.32,-2.65,79.67,77.44,0,Good,2.41
3/26/2025 8:00,HH_196,West,4.27,231.94,7.81,3.09,7.03,13.85,86.51,96.01,0,Good,4.38
3/26/2025 9:00,HH_409,South,3.79,245.26,21.8,1.96,6.24,6.71,31.82,29.58,0,Good,0.22
3/26/2025 10:00,HH_883,East,1.82,237.56,1.71,1.33,2.01,27.89,34.93,66.23,0,Good,4.21
3/26/2025 11:00,HH_636,West,4.14,235.34,2.5,2.53,0,39.16,48.68,40.57,0,Good,4.34
3/26/2025 12:00,HH_71,West,3.64,242.52,25.48,4.38,5.53,6.54,57.8,51.54,0,Warning,3.63
3/26/2025 13:00,HH_199,West,3.34,239.98,29.21,4.1,8.03,24.44,60.11,45.94,0,Critical,3.05
3/26/2025 14:00,HH_545,West,3.34,233.3,6.39,1.59,2.01,3.91,48.93,94.46,0,Good,2.36
3/26/2025 15:00,HH_819,East,2.66,238.86,21.8,1.31,1.59,20.44,63.97,95.71,0,Good,3.37
3/26/2025 16:00,HH_602,West,2.42,231.61,31.13,4.31,2.43,15.88,75.21,59.86,0,Good,4.05
3/26/2025 17:00,HH_465,North,4.48,236.57,35.41,1.56,5.71,38.74,72.51,78.3,0,Good,1.25
3/26/2025 18:00,HH_968,North,2.55,246.69,19.49,3.12,7.69,22.38,22.27,36.92,0,Good,4.56
3/26/2025 19:00,HH_90,South,0.84,234.62,5.76,3.25,0.28,10.73,64.5,47.04,0,Good,1.5
3/26/2025 20:00,HH_885,South,2.65,236.36,3.7,3.62,0,0.13,73.45,72.66,0,Good,0.17
3/26/2025 21:00,HH_847,West,3.5,240.95,34.41,4.72,11.02,1.81,35.05,73.8,0,Good,3.48
3/26/2025 22:00,HH_788,South,1.3,234.57,4.03,0.47,3.47,5.14,65.27,92.72,0,Critical,4.59
3/26/2025 23:00,HH_787,West,5.18,236.34,32.89,0,4.76,6.29,28.31,80.36,0,Warning,4.35
3/27/2025 0:00,HH_711,North,2.5,245.11,18.04,1.87,1.92,33.28,69.87,87.41,0,Critical,1.03
3/27/2025 1:00,HH_952,North,3.19,235.31,18.02,6.6,5.47,20.26,66.53,85.87,0,Good,4.77
3/27/2025 2:00,HH_568,North,4.41,238.68,21.22,7.04,6.88,18.55,38.07,41.7,0,Critical,4.71
3/27/2025 3:00,HH_749,North,2.82,236.38,6.3,6.66,4.9,0.16,85.65,85.09,0,Good,3.3
3/27/2025 4:00,HH_1,South,6.31,237.38,29.96,2.61,9.22,33.71,80.49,36.51,0,Warning,1.35
3/27/2025 5:00,HH_167,South,5.27,240.65,12.7,0,3.02,27.53,75.43,21.01,0,Good,2.15
3/27/2025 6:00,HH_549,West,4.31,239.99,24.31,0,3.21,-1.95,54.47,69.26,0,Good,2.72
3/27/2025 7:00,HH_786,South,3.91,236.95,1.21,1.77,4.69,26.85,37.02,49.15,0,Good,2.68
3/27/2025 8:00,HH_968,North,2.73,239.37,11.98,2.6,5.39,19.46,78.66,73.6,1,Good,2.94
3/27/2025 9:00,HH_591,North,2.52,244.58,2.58,5.6,4.68,-1.32,36.09,37.78,0,Good,1.35
3/27/2025 10:00,HH_242,West,2.77,239.49,13.23,4.74,0.15,15.62,56.52,40.04,0,Warning,1.04
3/27/2025 11:00,HH_134,North,4.2,239.9,5.92,3.45,4.94,16.81,48.4,91.96,0,Good,4.88
3/27/2025 12:00,HH_252,North,4,236.31,3.73,1.22,2.88,2.46,35.15,73.18,0,Good,0.7
3/27/2025 13:00,HH_869,West,4.4,242.56,34.07,1.08,2.26,37.56,66.1,27.14,0,Warning,1.69
3/27/2025 14:00,HH_22,West,3.73,234.94,15.23,3.51,4.1,33.25,93.66,48.03,0,Critical,4.86
3/27/2025 15:00,HH_779,East,1.62,246.62,33.19,4.39,1.12,25.11,55.72,72.02,0,Good,3.64
3/27/2025 16:00,HH_730,South,0.2,239.41,35.81,3.78,0.59,15.8,57.46,77.32,0,Critical,2.86
3/27/2025 17:00,HH_72,South,3.04,238.45,20.74,0.93,0,13.53,47.96,59.76,0,Warning,0.17
3/27/2025 18:00,HH_521,West,3.48,245.9,23.15,4.3,9.24,24.29,37.12,40.16,0,Good,4.37
3/27/2025 19:00,HH_909,East,2.49,243.51,26.22,3.85,5.67,19.54,41.19,73.53,0,Good,3.84
3/27/2025 20:00,HH_899,South,4.24,246.99,26.14,0.86,3.65,-2.2,85.69,26.71,0,Warning,0.59
3/27/2025 21:00,HH_963,North,0.97,244.49,21.68,1.43,2,18.06,91.11,83.37,0,Good,4.07
3/27/2025 22:00,HH_647,West,3.99,236.97,24.18,4.38,0,31.29,81.97,80.47,0,Critical,1.38
3/27/2025 23:00,HH_707,West,0.58,237.49,18.2,2.53,1.81,15.67,21.98,43.02,0,Good,4.06
3/28/2025 0:00,HH_971,South,4.4,241.15,36.73,6.18,6.15,-2.66,65.58,24.86,0,Good,4.23
3/28/2025 1:00,HH_814,North,4.03,238.34,29.13,4,6.83,30.38,61.2,27.15,0,Good,2.22
3/28/2025 2:00,HH_570,North,2.04,244.8,13.28,2.03,5.93,4.06,78.11,54.13,0,Good,0.49
3/28/2025 3:00,HH_796,West,3.53,235.28,14.07,2.98,4.48,6.64,78.54,34.69,0,Warning,2.84
3/28/2025 4:00,HH_501,West,5.14,239.31,18.75,3.13,7.91,2.41,52.86,54.92,0,Good,2.81
3/28/2025 5:00,HH_799,North,2.56,238.12,2.23,1.54,3.01,9.86,41.56,24.57,0,Good,4.04
3/28/2025 6:00,HH_308,West,5.28,238.02,39.66,1.17,7.26,29.05,27.3,55.44,0,Good,0.55
3/28/2025 7:00,HH_251,East,3.98,239.85,19.25,4.4,2.85,18.37,65.85,92.22,0,Good,3.53
3/28/2025 8:00,HH_905,South,0.98,237.92,31.23,4.69,1.36,4.22,40.52,74.26,0,Good,4.23
3/28/2025 9:00,HH_603,North,4.15,237.99,7.17,4.21,0.98,34.5,92.35,25.19,0,Good,2.69
3/28/2025 10:00,HH_204,South,2,234.45,24.76,6.03,0.81,34.58,23.51,26.75,0,Warning,1.63
3/28/2025 11:00,HH_8,East,4.33,239.72,15.89,1.92,5.98,34.18,92.32,60.62,0,Good,1.3
3/28/2025 12:00,HH_108,West,0.98,236.42,35.71,6.35,1.77,5.75,57.18,41.09,0,Good,1.64
3/28/2025 13:00,HH_745,South,2.11,236.28,37.37,1.2,0.9,15.31,65.49,55.33,0,Good,4.49
3/28/2025 14:00,HH_854,South,3.45,239.43,25.37,0.97,6.14,39.32,63.77,81.45,1,Good,3.52
3/28/2025 15:00,HH_786,West,3.59,241.28,3.38,0,4.98,29.74,76.45,51.46,0,Good,3.36
3/28/2025 16:00,HH_632,South,3.46,248.57,19.2,2.11,6.89,-3.78,26.82,44.04,0,Good,0.45
3/28/2025 17:00,HH_990,South,3.8,236.74,1.66,1.99,5.54,-2.07,86.59,91.63,0,Good,3.1
3/28/2025 18:00,HH_817,East,2.56,243.58,21.2,4.05,1.74,15.88,79.33,77.09,0,Warning,4.31
3/28/2025 19:00,HH_523,South,4.35,238.61,20.56,3.49,4.23,35.91,83.76,70.75,1,Good,1.04
3/28/2025 20:00,HH_373,West,2.53,247.38,17.27,0.61,4.38,19.24,56.4,25.75,0,Good,1.37
3/28/2025 21:00,HH_386,West,3.79,249.77,14.14,2.21,1.24,17.4,72.34,60.07,0,Critical,4.88
3/28/2025 22:00,HH_925,West,1.7,235.11,23.58,2.26,0.69,-0.25,54.29,91.58,0,Good,2.78
3/28/2025 23:00,HH_183,North,2.11,240.68,7.89,0,1.96,24.56,29.78,85.79,0,Warning,3.58
3/29/2025 0:00,HH_309,East,5.77,241.73,2.03,1.04,10.11,31.99,42.65,25.15,0,Good,1.75
3/29/2025 1:00,HH_922,South,3.59,246.95,31.68,1.46,2.76,12.12,40.88,80.08,1,Good,1.42
3/29/2025 2:00,HH_179,South,2.38,235.35,31.64,5.87,7.7,29.9,32.45,89.91,0,Good,0.36
3/29/2025 3:00,HH_718,West,3.08,245.06,23.6,3.38,2.59,38.4,38.1,39.52,0,Critical,1.11
3/29/2025 4:00,HH_604,West,4.41,240.2,33.37,4.32,6.67,4.17,57.39,61.68,0,Good,3.24
3/29/2025 5:00,HH_227,West,3.95,230.79,21,0,6.71,18.55,51.67,90.85,0,Good,1.62
3/29/2025 6:00,HH_518,West,2.84,239.59,1.26,5.39,6.86,7.92,44.69,90.45,0,Good,0.85
3/29/2025 7:00,HH_868,North,5.06,243.38,6.78,5.6,5.16,30.68,88,53.02,0,Good,0.53
3/29/2025 8:00,HH_12,East,2.93,246.82,18.92,0,8.13,20.99,78.4,60.57,0,Good,4.33
3/29/2025 9:00,HH_250,East,3.98,240.81,34.63,1.59,5.14,23.56,20.19,28.49,0,Warning,2.47
3/29/2025 10:00,HH_418,North,4.26,239.67,9.8,3.99,9.14,30.91,62.78,62.75,0,Warning,1.98
3/29/2025 11:00,HH_377,South,0.2,231.01,2.33,4.29,0,12.82,72.49,88.89,0,Warning,1.05
3/29/2025 12:00,HH_198,South,3.56,241.67,17.09,1.64,5.04,36.18,24.01,33.82,0,Good,2.46
3/29/2025 13:00,HH_639,East,3.55,236.78,3.6,2.39,4.85,18.99,28.55,56.66,0,Good,4.6
3/29/2025 14:00,HH_448,East,0.63,238.55,22.47,1.81,1.19,2.11,40.89,71.46,0,Good,2.03
3/29/2025 15:00,HH_37,South,4.03,244.43,3.17,3.22,5.74,26.32,66.04,23.89,0,Good,0.44
3/29/2025 16:00,HH_893,North,3.9,242.68,1.65,5.39,0,30.7,89.23,22.92,0,Warning,3.83
3/29/2025 17:00,HH_421,North,3.57,242.36,37.79,1.46,2.04,9.25,56.44,87.92,0,Warning,1.23
3/29/2025 18:00,HH_8,South,2.05,235.55,26.95,5,0,33.57,93.67,97.2,0,Good,3.59
3/29/2025 19:00,HH_165,North,4.2,232.93,5.66,1.44,8.68,35.78,90.26,80.86,0,Good,3.74
3/29/2025 20:00,HH_120,West,2.76,236.49,22.69,1.3,3.31,7.46,67.8,97.06,0,Good,4.05
3/29/2025 21:00,HH_744,East,5.35,233.72,11.08,4.64,10.5,39.26,54.35,32.27,0,Warning,1.17
3/29/2025 22:00,HH_737,South,4.78,245.43,30.68,4.84,6.41,1.33,71.12,89.61,0,Good,0.85
3/29/2025 23:00,HH_372,West,4.6,240.92,32.75,4.7,5.34,4.09,79.34,92.47,0,Good,1.69
3/30/2025 0:00,HH_233,West,2.44,249.25,20.8,0.37,2.24,3.29,90.73,43.21,0,Good,3.45
3/30/2025 1:00,HH_430,North,2.14,242.22,16.97,2.07,0.86,35.23,76.51,71.85,0,Good,4.75
3/30/2025 2:00,HH_287,North,4.74,247.11,13.37,4.65,5.57,24.44,49.37,44.47,0,Good,3.39
3/30/2025 3:00,HH_738,East,3.76,242.14,2.28,3.08,3.79,1.84,57,28.74,0,Good,4.91
3/30/2025 4:00,HH_395,East,2.16,245.53,22.87,0.85,0,14.81,23.53,85.05,0,Good,3.15
3/30/2025 5:00,HH_420,South,1.41,240.07,20.85,3.92,0,22.69,22.16,92.48,0,Good,4.82
3/30/2025 6:00,HH_452,East,2.11,246.27,9.31,1.57,1.12,-1.24,41.11,28.81,0,Good,3.65
3/30/2025 7:00,HH_657,West,6.21,244.33,21.75,6.59,9.46,34.71,80.46,71.86,0,Good,1.78
3/30/2025 8:00,HH_762,East,3.79,233.07,19.24,6.09,10.64,31.16,43.94,97.68,0,Good,3.43
3/30/2025 9:00,HH_272,West,3.85,244.48,11.17,4.21,4.61,17.73,28.77,41.85,0,Good,0.96
3/30/2025 10:00,HH_286,West,2.3,243.4,29.98,5.72,4.45,38.52,46.71,80.08,0,Good,2.14
3/30/2025 11:00,HH_39,South,4,230.35,10.59,3.13,2.99,13.8,42.92,52.98,0,Good,1.8
3/30/2025 12:00,HH_556,North,3.41,239.33,18.59,4.53,1.2,39.28,94.2,25.1,0,Good,4
3/30/2025 13:00,HH_497,East,2.84,245.27,21.8,5.96,8.13,25.06,92.85,75.98,0,Good,4.31
3/30/2025 14:00,HH_965,South,2.68,229.13,32.64,3.49,9.62,23.56,75.27,39.67,0,Good,3.81
3/30/2025 15:00,HH_488,East,2.41,243.37,17.4,2.49,1.32,2.47,82.17,67.71,0,Critical,4.21
3/30/2025 16:00,HH_372,West,3.47,241.85,9.07,0,3.75,34.69,39.04,25.66,0,Good,0.48
3/30/2025 17:00,HH_549,East,2.95,240.26,1.58,2.83,2.65,14.24,60.33,29.62,1,Good,4.2
3/30/2025 18:00,HH_410,North,1.47,255.83,10.83,4.65,2.74,2.3,94.89,20.46,0,Warning,1.17
3/30/2025 19:00,HH_256,East,1.96,243.61,30.27,4.89,7.56,-4.43,44.24,37.43,0,Good,3.83
3/30/2025 20:00,HH_476,East,1.7,237.33,33,4.01,0.06,20.19,93.96,30.45,0,Critical,2.47
3/30/2025 21:00,HH_211,West,3.54,238.55,24.43,1.92,5.4,18.73,34.12,43.49,0,Good,1.31
3/30/2025 22:00,HH_405,East,4.22,244.52,37.98,0,6.18,27.37,66.51,36.33,0,Warning,3.95
3/30/2025 23:00,HH_604,North,3.9,243.04,21.37,2.01,3.57,35.06,78.65,41.09,0,Good,0.22
3/31/2025 0:00,HH_531,East,3.87,238.7,19.69,2.39,6.68,-1.43,64.49,30.3,0,Good,4.95
3/31/2025 1:00,HH_612,West,3.73,245.03,33.48,2.37,4.44,27.92,43.17,34.21,0,Good,2.62
3/31/2025 2:00,HH_395,South,2.24,234.8,7.51,4.24,7.65,3.43,81.05,42.56,0,Good,2.18
3/31/2025 3:00,HH_659,West,1.23,244.46,1.59,6.97,0,33.62,35.13,54.9,0,Good,2.85
3/31/2025 4:00,HH_581,West,2.2,237.71,35.39,3.25,2.95,31.86,52.27,41.02,0,Good,4.44
3/31/2025 5:00,HH_130,West,3.49,243.28,21.83,2.57,3.78,19.34,40.98,35,0,Good,1.49
3/31/2025 6:00,HH_25,South,2.53,249.05,30.05,2.48,0,26.96,57.15,70.92,0,Warning,1.33
3/31/2025 7:00,HH_627,North,1.7,230.72,25.53,3.25,0.74,9.15,49.06,49.01,0,Good,3.68
3/31/2025 8:00,HH_90,West,3.48,238.23,26.89,1.34,1.56,16.2,33.43,68.27,0,Good,2.22
3/31/2025 9:00,HH_798,West,3.82,229.09,23.91,3.24,6.84,31.97,75.64,51.96,0,Good,2.53
3/31/2025 10:00,HH_273,North,2.37,243.18,29.28,3.9,1.88,15.67,33.25,53.1,0,Warning,2.49
3/31/2025 11:00,HH_341,North,0.63,245.81,5.43,3.42,1.55,11.1,60.92,50.09,0,Good,4.04
3/31/2025 12:00,HH_212,East,4.13,236.68,10.79,3.92,6.45,17.24,80.34,88.2,0,Good,1.18
3/31/2025 13:00,HH_914,North,3.33,242.2,19.69,3.87,0,32.27,56.25,50.7,0,Warning,1.62
3/31/2025 14:00,HH_623,South,3.31,241.64,28.94,0,0,10.08,86.51,68.11,0,Good,2.4
3/31/2025 15:00,HH_976,West,3.68,241.76,13.03,4.27,2.92,2.82,52.16,57.35,0,Good,0.63
3/31/2025 16:00,HH_348,West,3.47,243.27,32.48,1.66,0,27.04,92.8,67.39,0,Warning,1.33
3/31/2025 17:00,HH_588,South,4.31,242.76,3.55,0.81,0,32.17,21.87,35.66,0,Warning,3.98
3/31/2025 18:00,HH_296,East,3.02,237.74,31.85,0.79,5.72,-0.47,79.33,29.5,0,Good,2.71
3/31/2025 19:00,HH_390,West,2.78,238.2,28.26,3.87,6.63,5.79,73.09,67.24,0,Good,3.11
3/31/2025 20:00,HH_88,West,5.01,232.55,3.55,2.55,6.37,1.39,65.83,98.65,0,Good,1.74
3/31/2025 21:00,HH_427,East,5.53,229.36,2.23,0,7.33,10.66,42.21,40.63,0,Good,3.04
3/31/2025 22:00,HH_966,East,3.76,239.82,33.76,3.96,7.72,15.27,65.8,20.12,0,Good,1.86
3/31/2025 23:00,HH_913,East,2.46,248.54,6.65,0.12,0,28.7,64.59,93.03,0,Good,1.44
4/1/2025 0:00,HH_170,South,4.72,235.12,10.88,3.28,5.35,24.3,31.21,30.53,0,Good,1.85
4/1/2025 1:00,HH_147,South,1.95,237.07,35.96,3.48,2.41,22.94,85.99,89.38,0,Good,4.64
4/1/2025 2:00,HH_879,North,0.76,240.31,14.37,4.77,1.76,10.86,60.1,61.14,0,Warning,2.95
4/1/2025 3:00,HH_240,East,4.2,238.3,21.69,6.56,5.68,32.87,26.68,34.31,0,Good,2.23
4/1/2025 4:00,HH_55,South,0.61,239.85,2.21,0.27,0,16.21,49.37,35.75,0,Good,3.92
4/1/2025 5:00,HH_604,South,2.92,241.76,23.19,2.9,0,39.06,36.24,62.17,1,Good,0.62
4/1/2025 6:00,HH_765,North,4.72,241.03,28.83,2.45,5.9,23.54,32.65,83.57,0,Good,2.84
4/1/2025 7:00,HH_669,South,2.32,235.21,23.04,3.87,5.46,0.68,90.98,84.85,0,Good,1.57
4/1/2025 8:00,HH_881,West,4.78,234.72,32.54,3.43,4.41,25.43,70.61,39.04,0,Good,1.83
4/1/2025 9:00,HH_950,South,3.84,241.06,31.29,2.29,1.36,9.63,42.62,76.88,0,Good,2.77
4/1/2025 10:00,HH_967,East,5.07,233.22,19.69,2.12,6.23,25.88,70.88,58.37,0,Critical,3.62
4/1/2025 11:00,HH_979,North,5.35,245.42,26.16,0.77,6.04,-1.87,80.23,69.63,0,Good,4.3
4/1/2025 12:00,HH_763,East,2.68,241.43,11.79,4.98,4.26,2.87,43.77,30.37,0,Good,4.99
4/1/2025 13:00,HH_776,East,3.1,245.64,14.99,3.92,0.47,33.51,93.86,54.75,0,Good,1.67
4/1/2025 14:00,HH_520,North,3.38,242.54,25.25,4.84,2.72,5.22,86.11,29.86,0,Warning,1.71
4/1/2025 15:00,HH_837,West,4.51,239.63,26.76,2.38,6.51,32.67,79.78,60.2,0,Good,4.96
4/1/2025 16:00,HH_299,North,3.67,245.05,4.33,1.69,7.98,7.57,73.64,24.92,0,Good,2.16
4/1/2025 17:00,HH_610,West,3.59,239.89,32.95,0.84,3.02,23.93,22.91,30.69,0,Good,2.78
4/1/2025 18:00,HH_562,West,3.56,237.96,25.85,3.72,3.25,26.24,21.68,46.01,0,Good,3.51
4/1/2025 19:00,HH_725,East,3.87,231.75,13.77,0.92,3.51,18.07,32.36,60.89,0,Good,4.07
4/1/2025 20:00,HH_4,East,3.04,239.25,9.83,6.7,4.82,8.74,88.77,29.17,0,Good,2.79
4/1/2025 21:00,HH_364,East,3.62,235.99,24.52,0.38,2.26,4.57,36.3,90.32,0,Good,1.33
4/1/2025 22:00,HH_292,East,2.33,236.28,28.14,3.55,0,-3.51,72.59,42.43,0,Good,0.65
4/1/2025 23:00,HH_389,North,3.16,237.5,37.21,6.13,7.58,8.68,93.49,66.71,0,Warning,3.9
4/2/2025 0:00,HH_753,South,3.04,242.59,8.21,4.2,9.38,24.39,90.3,31.36,0,Good,0.52
4/2/2025 1:00,HH_471,North,4.66,234.86,20.61,3.35,2.16,37.22,50.02,79.09,0,Critical,1.03
4/2/2025 2:00,HH_531,South,1.78,233.45,38.25,1.06,0.8,34.2,71.08,63.17,0,Good,1.11
4/2/2025 3:00,HH_426,North,5.59,231.03,36.47,0.24,3.59,29.47,76.95,94.74,0,Good,0.27
4/2/2025 4:00,HH_878,East,4.42,242.13,19.64,4.54,3.44,30.48,61.21,74.98,1,Good,4.27
4/2/2025 5:00,HH_399,South,4.09,243.39,22.53,6.01,6.99,24.92,59.23,98.53,1,Good,4.08
4/2/2025 6:00,HH_954,North,4.61,237.3,36.74,2.12,4.16,6.71,36.76,84.99,0,Warning,1.42
4/2/2025 7:00,HH_782,North,4.21,237.61,2.25,0.72,1.62,35.82,70.69,62.4,0,Good,3.96
4/2/2025 8:00,HH_304,West,1.12,244.34,39.07,0,0.04,25.18,42.04,38,0,Warning,1.94
4/2/2025 9:00,HH_840,North,3.97,239.25,39.1,1.04,6.6,20.22,43.15,47.23,0,Good,0.52
4/2/2025 10:00,HH_713,East,2.5,241.87,37.83,2.77,5.8,-0.01,39.93,50.04,0,Warning,2.62
4/2/2025 11:00,HH_104,North,2.66,241.16,38.65,6.2,7.18,15.12,24.94,93.05,0,Good,1.42
4/2/2025 12:00,HH_331,North,1.73,235,12.86,4.35,1.1,15.72,83.27,40.59,0,Warning,0.6
4/2/2025 13:00,HH_364,East,6.16,242.12,2.45,3.61,9.52,33.91,84.73,77.77,0,Warning,1.29
4/2/2025 14:00,HH_366,South,1.93,240.83,12.09,2.2,0,19.6,74.28,67.05,0,Good,1.4
4/2/2025 15:00,HH_82,South,3.42,237.14,14.48,1.83,6.13,12.12,89.58,33.75,1,Critical,2.84
4/2/2025 16:00,HH_831,East,2.2,238.29,14.75,5.81,0,38.96,67.35,41.46,0,Good,3.08
4/2/2025 17:00,HH_567,South,2.29,233.12,27.54,3.4,1.63,-0.02,67.97,42.72,0,Good,0.83
4/2/2025 18:00,HH_800,West,3.54,243.99,34.68,0,8.68,14.01,86.58,34.34,0,Critical,3.92
4/2/2025 19:00,HH_748,North,2.79,240.95,9.66,1.65,6.49,-3.11,35.64,82.76,0,Good,4.68
4/2/2025 20:00,HH_676,North,4.21,240.65,18.44,1.28,2.36,28.3,52.66,45.06,0,Good,1.23
4/2/2025 21:00,HH_877,South,3.33,240.41,15.76,1.91,2.44,36.31,72.81,62.7,0,Good,0.26
4/2/2025 22:00,HH_85,South,1.14,241.94,30.82,4.13,4.3,7.6,40.15,78.94,0,Good,4.19
4/2/2025 23:00,HH_219,South,3.76,232.49,13.4,2.79,5.54,33.63,37.15,97.5,0,Good,3.71
4/3/2025 0:00,HH_368,East,4.25,253.74,3.19,2.85,7.75,8.15,87.37,92.81,0,Good,1.48
4/3/2025 1:00,HH_874,West,4.44,243.59,14.02,5.63,2.63,35.98,94.7,36.97,0,Warning,2.62
4/3/2025 2:00,HH_725,West,4.34,241.81,14.8,1.61,0,28.93,48.98,91.53,0,Warning,3.62
4/3/2025 3:00,HH_715,South,4.12,249.24,33.07,6.73,4.47,31.22,37.75,87.69,0,Good,1.16
4/3/2025 4:00,HH_825,East,2.41,241.75,22.37,1.66,2.63,-4.19,50.33,22.39,0,Good,1.48
4/3/2025 5:00,HH_812,South,2.56,249.63,21.42,3.18,0.1,38.33,42.79,90.77,0,Good,3.32
4/3/2025 6:00,HH_242,East,2.43,250.6,24.35,2.44,4.89,27.7,81.63,62.76,0,Critical,2.27
4/3/2025 7:00,HH_162,East,3.05,246.82,22.9,3.25,3.36,8.71,87.57,35.33,0,Good,0.42
4/3/2025 8:00,HH_179,North,3.92,239.98,27.58,3.89,4.92,32.32,49.32,99.63,0,Good,2.72
4/3/2025 9:00,HH_965,South,2.62,239.66,36.25,3.87,1.32,7.67,64.97,44.95,0,Warning,4.34
4/3/2025 10:00,HH_92,North,3.61,238.19,35.18,1.49,5.46,34.27,25.91,35.01,0,Good,1.77
4/3/2025 11:00,HH_500,North,1.53,244.05,20.32,0.75,0.05,0.07,54.66,33.84,0,Good,1.64
4/3/2025 12:00,HH_650,West,1.23,234.86,34.02,8,1.52,26.67,20.51,62.11,0,Good,0.35
4/3/2025 13:00,HH_506,East,3.8,239.25,34.66,2.03,3.27,19.33,70.33,33.98,0,Warning,0.81
4/3/2025 14:00,HH_624,East,2.75,229.08,31.79,4.4,9.23,-0.66,33.2,61.59,0,Good,0.56
4/3/2025 15:00,HH_908,East,4.22,234.78,2.64,0,6.35,5.89,85.85,78.98,0,Good,2.82
4/3/2025 16:00,HH_169,East,2.12,240.5,26.82,2.44,7.23,-4.44,67.25,95.89,0,Warning,1.95
4/3/2025 17:00,HH_387,North,4.07,242.93,13.22,2.75,8.25,16.09,89.61,49.41,0,Good,2.37
4/3/2025 18:00,HH_321,East,3.83,245.04,35.06,3.95,14.81,8.56,90.36,98.07,0,Good,3.82
4/3/2025 19:00,HH_101,West,2.3,240.39,12.07,0,4.12,21.93,32.69,99.11,0,Good,4.99
4/3/2025 20:00,HH_296,West,2.46,237.22,36.83,3.33,8.26,8.38,58.49,67.04,0,Good,4.7
4/3/2025 21:00,HH_193,North,3.37,237.05,24.99,0.7,7.04,8.5,34.66,44.2,0,Good,0.9
4/3/2025 22:00,HH_461,North,3.58,236.73,26.16,3.65,6.99,28.44,53.99,88.24,0,Good,3.42
4/3/2025 23:00,HH_870,South,5.58,250.17,35.62,0.93,9.32,-2.83,53.76,24.26,0,Warning,2.11
4/4/2025 0:00,HH_719,South,3.03,237.85,39.43,1.29,2.74,35.63,75.18,55.25,0,Good,0.46
4/4/2025 1:00,HH_967,East,2.13,241.93,13.05,2.45,2.5,33.35,93.21,70.7,0,Good,2.84
4/4/2025 2:00,HH_286,North,4.12,238.83,4.47,0.9,4.96,25.05,67.17,98.51,0,Good,1.71
4/4/2025 3:00,HH_216,North,3.6,242.98,29.21,2.05,3.45,21.69,81.2,75.63,0,Good,2.82
4/4/2025 4:00,HH_456,West,3.89,235.13,3.74,0.61,4.96,35.15,50.27,38.49,0,Critical,2.39
4/4/2025 5:00,HH_963,West,4.78,237.32,21.82,0,8.69,3.34,25.46,88.28,0,Warning,1.54
4/4/2025 6:00,HH_975,West,3.1,242.26,14.46,5.04,2.57,-1.45,58.6,72.62,0,Good,1.95
4/4/2025 7:00,HH_228,North,2.43,236.66,16.21,0.41,3.09,5.78,87.79,89.16,0,Good,4.12
4/4/2025 8:00,HH_361,South,3.93,243.37,10.18,2.64,4.52,30.76,38.02,75.67,0,Good,4.41
4/4/2025 9:00,HH_43,North,1.17,242.64,28.27,4.51,3.32,-3.44,39.71,47.81,0,Good,1.62
4/4/2025 10:00,HH_181,North,0.42,240.02,23.3,1.77,0,21.23,27.86,29.33,0,Good,3.14
